id,temperature,humidity,datetime,last_capture
61_45,31.9,72.4,2020-02-15 12:00:06,2020-02-14 18:00:06
61_60,31.9,72.4,2020-02-15 12:00:06,2020-02-14 18:00:06
61_75,31.9,72.4,2020-02-15 12:00:06,2020-02-14 18:00:06
62,33,69.1,2020-02-15 14:00:06,2020-02-14 18:00:06
62_15,33,69.1,2020-02-15 14:00:06,2020-02-14 18:00:06
62_30,33,69.1,2020-02-15 14:00:06,2020-02-14 18:00:06
62_45,33,69.1,2020-02-15 14:00:06,2020-02-14 18:00:06
62_60,33,69.1,2020-02-15 14:00:06,2020-02-14 18:00:06
62_75,33,69.1,2020-02-15 14:00:06,2020-02-14 18:00:06
63,30.5,74.7,2020-02-15 18:00:06,2020-02-14 18:00:06
63_15,30.5,74.7,2020-02-15 18:00:06,2020-02-14 18:00:06
63_30,30.5,74.7,2020-02-15 18:00:06,2020-02-14 18:00:06
63_45,30.5,74.7,2020-02-15 18:00:06,2020-02-14 18:00:06
63_60,30.5,74.7,2020-02-15 18:00:06,2020-02-14 18:00:06
63_75,30.5,74.7,2020-02-15 18:00:06,2020-02-14 18:00:06
64,28.9,81.8,2020-02-16 00:00:10,2020-02-14 18:00:06
64_15,28.9,81.8,2020-02-16 00:00:10,2020-02-14 18:00:06
64_30,28.9,81.8,2020-02-16 00:00:10,2020-02-14 18:00:06
64_45,28.9,81.8,2020-02-16 00:00:10,2020-02-14 18:00:06
64_60,28.9,81.8,2020-02-16 00:00:10,2020-02-14 18:00:06
64_75,28.9,81.8,2020-02-16 00:00:10,2020-02-14 18:00:06
65,28.8,81,2020-02-16 06:00:06,2020-02-14 18:00:06
65_15,28.8,81,2020-02-16 06:00:06,2020-02-14 18:00:06
65_30,28.8,81,2020-02-16 06:00:06,2020-02-14 18:00:06
65_45,28.8,81,2020-02-16 06:00:06,2020-02-14 18:00:06
65_60,28.8,81,2020-02-16 06:00:06,2020-02-14 18:00:06
65_75,28.8,81,2020-02-16 06:00:06,2020-02-14 18:00:06
66,31.2,72.6,2020-02-16 12:00:06,2020-02-14 18:00:06
66_15,31.2,72.6,2020-02-16 12:00:06,2020-02-14 18:00:06
66_30,31.2,72.6,2020-02-16 12:00:06,2020-02-14 18:00:06
66_45,31.2,72.6,2020-02-16 12:00:06,2020-02-14 18:00:06
66_60,31.2,72.6,2020-02-16 12:00:06,2020-02-14 18:00:06
66_75,31.2,72.6,2020-02-16 12:00:06,2020-02-14 18:00:06
67,31.3,73.4,2020-02-16 14:00:06,2020-02-14 18:00:06
67_15,31.3,73.4,2020-02-16 14:00:06,2020-02-14 18:00:06
67_30,31.3,73.4,2020-02-16 14:00:06,2020-02-14 18:00:06
67_45,31.3,73.4,2020-02-16 14:00:06,2020-02-14 18:00:06
67_60,31.3,73.4,2020-02-16 14:00:06,2020-02-14 18:00:06
67_75,31.3,73.4,2020-02-16 14:00:06,2020-02-14 18:00:06
68,29.4,78.9,2020-02-16 18:00:06,2020-02-14 18:00:06
68_15,29.4,78.9,2020-02-16 18:00:06,2020-02-14 18:00:06
68_30,29.4,78.9,2020-02-16 18:00:06,2020-02-14 18:00:06
68_45,29.4,78.9,2020-02-16 18:00:06,2020-02-14 18:00:06
68_60,29.4,78.9,2020-02-16 18:00:06,2020-02-14 18:00:06
68_75,29.4,78.9,2020-02-16 18:00:06,2020-02-14 18:00:06
69,29.3,82.6,2020-02-17 00:00:06,2020-02-14 18:00:06
69_15,29.3,82.6,2020-02-17 00:00:06,2020-02-14 18:00:06
69_30,29.3,82.6,2020-02-17 00:00:06,2020-02-14 18:00:06
69_45,29.3,82.6,2020-02-17 00:00:06,2020-02-14 18:00:06
69_60,29.3,82.6,2020-02-17 00:00:06,2020-02-14 18:00:06
69_75,29.3,82.6,2020-02-17 00:00:06,2020-02-14 18:00:06
70,28.9,85.5,2020-02-17 06:00:07,2020-02-14 18:00:06
70_15,28.9,85.5,2020-02-17 06:00:07,2020-02-14 18:00:06
70_30,28.9,85.5,2020-02-17 06:00:07,2020-02-14 18:00:06
70_45,28.9,85.5,2020-02-17 06:00:07,2020-02-14 18:00:06
70_60,28.9,85.5,2020-02-17 06:00:07,2020-02-14 18:00:06
70_75,28.9,85.5,2020-02-17 06:00:07,2020-02-14 18:00:06
71,30.9,78.1,2020-02-17 12:00:06,2020-02-14 18:00:06
71_15,30.9,78.1,2020-02-17 12:00:06,2020-02-14 18:00:06
71_30,30.9,78.1,2020-02-17 12:00:06,2020-02-14 18:00:06
71_45,30.9,78.1,2020-02-17 12:00:06,2020-02-14 18:00:06
71_60,30.9,78.1,2020-02-17 12:00:06,2020-02-14 18:00:06
71_75,30.9,78.1,2020-02-17 12:00:06,2020-02-14 18:00:06
72,31.4,77.2,2020-02-17 14:00:06,2020-02-14 18:00:06
72_15,31.4,77.2,2020-02-17 14:00:06,2020-02-14 18:00:06
72_30,31.4,77.2,2020-02-17 14:00:06,2020-02-14 18:00:06
72_45,31.4,77.2,2020-02-17 14:00:06,2020-02-14 18:00:06
72_60,31.4,77.2,2020-02-17 14:00:06,2020-02-14 18:00:06
72_75,31.4,77.2,2020-02-17 14:00:06,2020-02-14 18:00:06
73,28.9,84.7,2020-02-17 18:00:06,2020-02-14 18:00:06
73_15,28.9,84.7,2020-02-17 18:00:06,2020-02-14 18:00:06
73_30,28.9,84.7,2020-02-17 18:00:06,2020-02-14 18:00:06
73_45,28.9,84.7,2020-02-17 18:00:06,2020-02-14 18:00:06
73_60,28.9,84.7,2020-02-17 18:00:06,2020-02-14 18:00:06
73_75,28.9,84.7,2020-02-17 18:00:06,2020-02-14 18:00:06
74,28.9,85.1,2020-02-18 00:00:06,2020-02-14 18:00:06
74_15,28.9,85.1,2020-02-18 00:00:06,2020-02-14 18:00:06
74_30,28.9,85.1,2020-02-18 00:00:06,2020-02-14 18:00:06
74_45,28.9,85.1,2020-02-18 00:00:06,2020-02-14 18:00:06
74_60,28.9,85.1,2020-02-18 00:00:06,2020-02-14 18:00:06
74_75,28.9,85.1,2020-02-18 00:00:06,2020-02-14 18:00:06
75,28.4,86.6,2020-02-18 06:00:06,2020-02-14 18:00:06
75_15,28.4,86.6,2020-02-18 06:00:06,2020-02-14 18:00:06
75_30,28.4,86.6,2020-02-18 06:00:06,2020-02-14 18:00:06
75_45,28.4,86.6,2020-02-18 06:00:06,2020-02-14 18:00:06
75_60,28.4,86.6,2020-02-18 06:00:06,2020-02-14 18:00:06
75_75,28.4,86.6,2020-02-18 06:00:06,2020-02-14 18:00:06
