3.022222222222222254e-01,2.903703703703703898e-01,2.844444444444444442e-01
2.488888888888888817e-01,2.548148148148148273e-01,2.429629629629629639e-01
2.607407407407407174e-01,2.607407407407407174e-01,2.548148148148148273e-01
2.251851851851851827e-01,2.251851851851851827e-01,2.311111111111111005e-01
2.074074074074074014e-01,2.014814814814814836e-01,2.074074074074074014e-01
3.318518518518518423e-01,3.200000000000000067e-01,3.140740740740740611e-01
3.022222222222222254e-01,3.022222222222222254e-01,2.785185185185184986e-01
2.311111111111111005e-01,2.251851851851851827e-01,2.192592592592592649e-01
2.429629629629629639e-01,2.370370370370370461e-01,2.429629629629629639e-01
2.251851851851851827e-01,2.192592592592592649e-01,2.192592592592592649e-01
1.777777777777777846e-01,1.837037037037037024e-01,1.777777777777777846e-01
3.200000000000000067e-01,3.022222222222222254e-01,2.903703703703703898e-01
2.133333333333333470e-01,2.014814814814814836e-01,2.488888888888888817e-01
2.311111111111111005e-01,2.251851851851851827e-01,2.074074074074074014e-01
3.496296296296296235e-01,3.437037037037036780e-01,3.377777777777777879e-01
3.674074074074074048e-01,3.555555555555555691e-01,3.377777777777777879e-01
4.148148148148148029e-01,4.266666666666666941e-01,4.088888888888889128e-01
5.155555555555555447e-01,4.918518518518518734e-01,4.918518518518518734e-01
2.785185185185184986e-01,2.785185185185184986e-01,2.844444444444444442e-01
2.548148148148148273e-01,2.370370370370370461e-01,2.370370370370370461e-01
2.488888888888888817e-01,2.488888888888888817e-01,2.488888888888888817e-01
2.311111111111111005e-01,2.192592592592592649e-01,2.311111111111111005e-01
2.014814814814814836e-01,1.955555555555555658e-01,1.777777777777777846e-01
3.200000000000000067e-01,3.200000000000000067e-01,2.903703703703703898e-01
1.540740740740740855e-01,1.362962962962963043e-01,1.659259259259259212e-01
2.311111111111111005e-01,2.311111111111111005e-01,2.133333333333333470e-01
2.962962962962962798e-01,3.022222222222222254e-01,2.844444444444444442e-01
2.607407407407407174e-01,2.725925925925926085e-01,2.725925925925926085e-01
2.548148148148148273e-01,2.666666666666666630e-01,2.666666666666666630e-01
2.370370370370370461e-01,2.251851851851851827e-01,2.074074074074074014e-01
1.777777777777777846e-01,1.600000000000000033e-01,1.540740740740740855e-01
2.311111111111111005e-01,2.311111111111111005e-01,2.192592592592592649e-01
2.607407407407407174e-01,2.607407407407407174e-01,2.548148148148148273e-01
2.370370370370370461e-01,2.251851851851851827e-01,2.192592592592592649e-01
1.837037037037037024e-01,1.896296296296296202e-01,1.955555555555555658e-01
2.014814814814814836e-01,1.896296296296296202e-01,1.777777777777777846e-01
1.718518518518518390e-01,1.777777777777777846e-01,1.955555555555555658e-01
2.666666666666666630e-01,2.488888888888888817e-01,2.133333333333333470e-01
3.377777777777777879e-01,3.437037037037036780e-01,3.437037037037036780e-01
3.259259259259259522e-01,3.555555555555555691e-01,3.081481481481481710e-01
3.851851851851851860e-01,3.733333333333333504e-01,3.555555555555555691e-01
4.859259259259259278e-01,5.096296296296296546e-01,4.977777777777777635e-01
1.540740740740740855e-01,1.540740740740740855e-01,1.600000000000000033e-01
2.370370370370370461e-01,2.192592592592592649e-01,2.192592592592592649e-01
3.140740740740740611e-01,3.022222222222222254e-01,2.903703703703703898e-01
2.666666666666666630e-01,2.607407407407407174e-01,2.666666666666666630e-01
